Ernie Miller Nature Center,two owls sitting on a bird feeder,a sign that says welcome to the nature center,the church at the site of the first baptist church in texas,a white house,a colorful sky at sunset,an old car is parked in a garage,a room filled with lots of items and furniture,a lake with a few trees in the background,a pond with a small pond in the middle,two owls sitting on a bird feeder,a bird perched on a tree branch in a tree house,a sign that says welcome to the trail,a small church,a teepee in the woods,a row of benches,a sign on the side of a road,a sign in the grass,a paved path,a map of the trail,a path through the woods,a creek in the woods,a wooden bridge in the woods,a river with rocks and trees in the background,a river with rocks and grass in the fore,a vacant lot in the middle of a residential area,a sign that says welcome to the trail,a small church in a small town,a sign with a map on it,a path through the woods,a creek in the woods,a group of kids sitting on a dirt road,a group of children sitting on the floor,a group of children sitting on the floor,a man standing behind a table with a box on it,a group of kids standing around a tent,a group of girls standing in front of a crowd,a bird sitting on top of a tree,a tree with green leaves and a blue sky,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Booth Family Hall of Athletics,the kansas state bank logo is seen on the wall of the bank,a statue of a man in front of a building,a quote on a black background with a quote from the author,a large building with a large front entrance,a statue of a woman holding a child,a dog is standing in a pile of hay,a large red brick building with a green sign,a building with a fountain in front of it,a group of trees in the middle of a field,the kansas logo is on the wall of the building,a sign that says kansas,a statue of a man,a black and white photo with a quote on it,a large room with a large sign and a large sign,a large white wall,a basketball ball on a wooden floor,a man wearing a ring,a red and black sign,a statue of a man holding a basketball ball,a basketball court with a basketball ball on it,a display of football memorabilia,a display of artifacts,a sign that says arkansas,the floor in the lobby of the new disney world,a crowd of people,a statue of a man holding a baseball bat,a machine that is sitting on a table,a large sign that reads kitchen and bar,a large score board,a statue of a man,the building is tan,a table with a bunch of books on it,a display of a woman's underwear,a display of various types of clothing,a trophy on display,a helmet on display,a wall of pictures,a large trophy on a table,a table with a bunch of beer bottles on it,a basketball on display in a room,a group of men standing in front of a large red sign,a woman standing in front of a counter,a large red and yellow sign,a statue of a man in front of a building,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Old Cowtown Museum,a building with a sign that says dry god's clothing,a small building with a sign on the front,a horse drawn carriage,the courtyard at the university of minnesota,a body of water,a body of water,a city with a lot of buildings,a garden with flowers and trees,a large lion laying on a rock,a small building with a sign on the front,a small building with a sign on the front,a horse drawn carriage,a room with a lot of tools and tools,a large glass display case with a clock,"a room with a desk, chair, and a window",a group of people standing outside of a train station,a red chair,a horse drawn carriage,a man standing in front of a small house,a red and yellow horse drawn carriage,a house with a white picket fence in front of it,a store with shelves and shelves filled with various items,a white house with a red barn in the background,four bottles of alcohol sitting on a table,a store with a lot of different items on the shelves,a large collection of old electronics,a table with a bunch of candles on it,a man standing in a room full of rubble,"a living room with a couch, chair, and a table",a yellow building with a clock on the top,"a room with a bed, a bench, and a window",a stove in a kitchen,a group of teepees,qutn inflnza,a sign that says general store,a man wearing a headdre,a room with a wooden floor and a wall,"the comic book, the adventures of the red sea",a small town with a train car parked in front of it,"a sign that reads,'what 4 largest for mining city '",a classroom with a black stove and wooden desks,a woman standing behind a counter in a store,a small town with a church and a small building,a room with a table and chairs and a stove,a dirt road,a house with a roof and a porch,a room with a lot of tools and a lot of wood,a man in a long robe,a man in a hat and coat is throwing a fire,a woman in a brown dress,a dirt road,a small house,a kitchen with a stove and a table,a black cat sitting in front of a building,a street with a green dump truck parked in front of a row of houses,a woman standing in front of a stage,a room with a lot of old furniture,nan,nan,nan,nan
The Legends at Village West,a baseball stadium with a large crowd,a dinosaur statue in a city with people walking around,a large screen with a picture of the team on it,a display of animals and other animals in a museum,the exterior of a shopping center,a large stadium,a large indoor indoor play area with a large skylight,a plate of food with meat and vegetables,the fountain at the entrance to the new hilton hotel,a baseball stadium with a large crowd,a baseball stadium with a large crowd of people,a large dinosaur statue,a man standing in front of a large screen,a manhole with a manhole on the ground,a statue of a man holding a rifle,a woman is standing next to a plaque,a man is cleaning the water in a fountain,a man standing next to a plaque on the ground,a man in a hat and a hat is walking through the grass,a plaque on the ground in front of a building,a man kneeling on a stone with a plaque,a man in a suit standing in front of a building,a sign on a sidewalk in front of a building,a white car,a large tree in the middle of a park,a large building with a lot of parking,"a plate of food with chicken, vegetables and sauce",a plate of food with fish and rice,a large building under construction,a large building with a large sign on the side,a large tree,a planter with flowers in it,a statue of a man on a horse,a large building with a sign on it,a woman sitting on a rock in a parking lot,three girls standing in front of a building,a man and woman standing in front of a dinosaur skeleton,a large dinosaur skeleton,a large statue of a tiger,a large sign with a dragon on it,a crowd of people standing around a stage,a stadium with a large field and a large crowd,a little boy sitting on a black bench,a boy is playing with a water hose,a large rock,a dinosaur skeleton in a zoo,a statue of a man on a horse,people walking along the water in front of a building,a water fountain,a large building with a sign on top,a man walking across a dirt covered field,a small pond in a city,a map of the area,a sign that says the restaurant is open,a large building with a sign that says friends,a sign on a building,a park with a bench and a sign,a street with a lot of buildings and a car,nan,nan,nan
Wichita Art Museum,the home is located on a private lot in the heart of the city,the front of a building with a large garden,a tall glass sculpture in a lobby,a garden with flowers and trees,the courtyard at the university of minnesota,a bridge over a pond,a house with a red roof,a large building with a clock on the front,a river with a bridge and a statue,the building is made of glass,a building with a lot of plants in front,the home is located on a private lot in the heart of the golf course,a tall glass sculpture,a woman in a hat and dress,a manne with a hat and a necklace,a person standing on a glass floor,a ceiling of glass flowers,a white table,a white plate with food on it,a room with a wall and a light on it,a painting of a sunflower,a room with paintings on the walls,a wall of paintings,a room with a lot of pictures on the wall,a sign that says virginia,a large brick building,a large room with paintings on the walls,a large glass sculpture,a group of people walking down a flight,a painting on a wall,a tall glass sculpture,kansas state basketball logo,a picture of a flower in a frame,a man with a goat skull on his head,a woman sitting on a bench,a long hallway with a chandel,a tall glass tree,a room with a wall of paintings and a bench,a room with paintings on the walls,a painting on a wall,a painting on a wall,a painting on display in a museum,a painting of a woman in a white dress,a painting on display in a museum,a plate with a picture of a man on it,a typewriter on a glass table,a wall of paintings,a room with a lot of paintings on the walls,a painting of a woman and a man playing instruments,a painting on display in a museum,a painting of a man in a suit and tie,a painting of a man standing on a porch,a painting of a beach scene,three paintings of people in military uniforms on a wall,a room with a lot of paintings on the walls,a large building with a statue of a man,nan,nan,nan,nan,nan
Massachusetts Street,a large red brick building with a green roof,a white car parked in front of a building,a tree that is in the middle of a street,a large building with a large front entrance,a dinosaur skeleton in a museum,a statue of a woman holding a child,a house with a large tree in front of it,the kansas kansas logo is displayed in the lobby,a red building,a large red brick building with a green sign,a large red brick building,a white car parked in front of a building,a car parked in front of a house,a street corner with a red brick building,a street with cars parked on it and a building in the background,a cat laying on the floor,walk like a girl,a row of parked cars,a dirt road,a crowd of people gathered around a street,a tree in a parking lot,a sidewalk with a tree in the middle,a black plate with a sandwich on it,a red brick sidewalk,a flower bed with flowers in it,a crowd of people gathered in a street,a crowd of people are gathered in a courtyard,a crowd of people gathered in a street,a crowd of people walking down a street,a street scene with a row of parked cars,a large building with a clock on the top,a large building,a concrete planter,a large stone building with a tower on top,a park with lots of flowers and trees,a street scene with a street light and a christmas tree,a street scene with a row of buildings,a tree with no leaves,a street scene with cars parked on the side of the road,a street scene with cars parked on the side of the road,a red building,a street with a stop sign and a stop sign,a large white building,a row of buildings,a street with cars parked on it,"a store front with a sign that says,'the best place to eat '",a cat sitting on a rug in a library,a group of people standing around a tent,a man playing an accordion,the basketball team poses for a photo,a group of people in a room with a large statue,a large crowd of people gathered in a city,a group of people sitting at tables outside a restaurant,a church with a steep roof,a large white building with a tower,a man playing a guitar in the dark,nan,nan,nan,nan,nan
Strataca,a group of christmas trees with lights on them,a tunnel with christmas lights and lights on the walls,a large building with a rocket on top,a train is coming down the tracks in a park,a dirt path through the woods,a man and woman holding a sign in a room,a fountain in a courtyard,a large crowd of people at night time,"the exterior of a building with a sign that says,'the underground '",a large building with a lot of parking,a long row of green doors,a cave with a cave entrance lit up with red lights,a pile of garbage,a room with a lot of items on the floor,a machine that is sitting on a table,a box of assed parts,a train is coming down the tracks in a tunnel,a group of people walking through a dark forest,a tunnel with lights and a tunnel in the middle,a group of people standing around a machine,a room with a christmas tree and a fireplace,a group of people standing in a room,a man in a hard hat and hard hat holding a box of sand,a group of people wearing hard hats and protective gear,a man walking through a tunnel with a flashlight,a train on the tracks,a man in a hard hat standing next to a large rock,a train on the tracks,a room with a fire place and a fire pit,a large building with a sign on the front,a large hole in the ground,a train car is sitting in a tunnel,a pile of cardboard boxes sitting on the floor,a tunnel with a bunch of trees in the background,a car is parked in a tunnel,a room with a brick wall and a sink,a train is on the tracks,a white and black mold mold mold mold mold mold mold mold mold mold mold mold mold mold mold,a man in a hard hat and hard hat,a large cave with a large hole in the middle,a group of people in a room with a fire,a dark cave with a light shining through it,a train is parked in a tunnel,a long tunnel with a light coming from the end,a group of people standing in a cave,a large rock in the ground,a cave with a small cave entrance,a large truck is parked in a tunnel,a man standing in a parking with a bus,three children standing in front of a building,a man in a suit and tie standing in a parking,a man standing in a room with a ladder,two men sitting in a truck,a person holding a rock in their hand,two people in hard hats and hard hats,a black table with a white light on it,a statue of batman in a store,nan,nan,nan,nan
Grinter Farms,sunflowers in a field,sunflowers in a field,sunflowers in a field,a field with lots of trees and bushes,a house with a large tree in front of it,a large red brick building with a green sign,a large building with a large front entrance,a dinosaur skeleton in a museum,a building with a yellow door,a field of sunflowers with a blue sky in the background,a field of sunflowers,a field of sunflowers,a field of sunflowers,sunflowers in a field,sunflowers in the field at sunset,a field of sunflowers,a field of sunflowers,a man in a green shirt and hat standing in a field of sunflowers,sunflowers in the field,a field of sunflowers,a sunflower with a bee on it,a bee on a sunflower,a field of sunflowers,a field of sunflowers,a field of sunflowers,a man walking through a field of sunflowers,a woman standing in a field of sunflowers,a sunflower in a field,sunflowers in a field,a sunflower with a bee on it,a woman standing in a field of sunflowers,a sunflower with a bee on it,a man and woman standing in a field of sunflowers,a field of sunflowers,a field of sunflowers,a sunflower in a field,a tractor with a man on it,sunflowers in a field,a field of sunflowers,a field of sunflowers,a field of sunflowers,a man in a field of sunflowers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kansas Speedway,a crowd of people watching a race,a race track,a crowd of people walking around a track,a plate of food with meat and vegetables,a large stadium,a large stadium,a parking filled with lots of cars and trucks,a fountain in a city square,a football stadium with a large crowd,a race track with cars on it,a race track,a crowd of people walking around a track,a group of kites flying in the sky,a man sitting on a bench with a green table,a crowd of people watching a race,a nascar car is on the track as people watch,a crowd of people watching a race,a view of a race track from the top of a building,fireworks on the water,a crowd of people watching a race,a race track with cars driving on it,a crowd of people watching a race,the girls are posing for a picture,a blue car parked in front of a blue and white building,a man in a race car,a crowd of people watching a race,a race track with cars and a flag,a group of people watching a race,a race car is parked in a parking lot,a parking lot with cars parked in it,a man sitting on the ground watching a race car,a car is flipped in the middle of the track,a large crowd of people sitting in a stadium,a view of a race track from a window,a car driving down a street with a stop light,a line of cars,a blue tray,a crowd of people,a baseball stadium,a man standing next to a car in a parking,a black and white car,a parking lot with cars parked in it,a view of a race track from the top of a building,a crowd of people sitting in the stands,a blue car parked in front of a gas station,a crowd of people watching a race,a large stadium,a crowd of people watching a race,a man is waving,a crowd of people,a man is drawing on the street,a group of people standing around a race track,a car is on display at a car show,a crowd of people watching a race,a crowd of people watching a race,a crowd of people watching a race,a crowd of people watching a race,nan,nan,nan,nan
Amelia Earhart Birthplace Museum,a white house with a porch and a porch,a garden with flowers and plants growing in it,a park with a path and trees in the background,a large white house with a large lawn,a large red house with a white roof,a train engine sitting on the tracks,a large spherical ball with a golf course in the background,a street with a bridge in the background,a white house with a red brick walkway,a large white house,a garden with flowers and plants in it,a large white house with a tree in front,a couple of people standing in front of a painting,a family poses for a photo with a photo of their father,a black and white poster with a map on it,a wall with pictures and pictures on it,a red plane hanging from a ceiling,three girls standing in a room holding a sign,two girls standing in a room with a large mirror,a white house with a black roof and a red brick walkway,a book cover with a col of photos of a house,a sign in front of a building that says amelia hart birthplace museum,a woman standing in a room with a table,a man in a suit and hat holding a book,a table with a red cloth,a baby in a rocking chair,a woman sitting on a bed in a room,a white house with a flag on the front,a stuffed bear is laying on a bed,a doll is sitting on a table,a long hallway with a staircase leading to a living room,a bed with a white comforter,a white house with a tree in front,a man standing on a table with a book,a large white house,a staircase with a cat on the stairs,a bed in a room with a wallpapered wall,a couch with a picture frame on it,a wall of newspapers,a black and white photo of a man in a suit,a window with a stained glass,a newspaper is displayed in a glass case,a picture of a hand print on a wall,a display case filled with lots of different types of cards,a chair with a picture frame,a white house,a house with a white roof,a woman standing in a room with a laptop,a bed sitting in a bedroom next to a window,a room with a ceiling with a decorative design,a dining room with a table and chairs,a street with a house and a car parked in front,a woman's coat,a woman in a white lab coat,a staircase leading to a living room,a white house,a stained glass window,nan,nan,nan,nan
Lee Richardson Zoo,two lls standing in a field,a group of lions walking on a dirt road,a red panda cub,a bison in the wild,the north face men's mountain park t shirt,a large pool with a water slide in the background,the north face men's mountain park t shirt,a brown and white ll with a black face,two lls are standing in a pen,a large tree branch,a red panda cub,a gated entrance to a park with a sign,a large rock in the middle of a field,a body of water,a large pipe is in the middle of a construction site,a sign that is on the side of a fence,a small building with a wooden porch and a fence,a sign that is in the middle of a park,a gate in the dirt,a sign that says the park is located in the center of the city,a tennis court with a brick building in the background,a bear is standing in the grass near a pond,a black bear is laying in the grass,a group of flamings in a grassy area,a group of oshes in a grassy field,a fenced area with a small building in the background,a bird is standing on the ground near a fence,a tree with a bird in it,a fence with a gi in the background,a black train engine,a statue of a bear,a cat walking on the ground,a goat standing on a log,a mountain lion sitting on the ground,a pond filled with lots of fish,a rhino in a cage,two flamingos standing in the grass,a brown alpacal alpacal,a rhino in a cage,a table with a ball on it,a street with a stop sign and a stop sign,a man is painting a mural on a building,a building with graffiti on it,a man is climbing a fence with his hands,a herd of bisons grazing in a fenced area,a group of lions sitting on top of a rock,a man in a wheelchair looking at a camel,a white tiger in a cage,a group of people standing around a small car,a large rock,a gi gifes up to the camera,a dog is standing behind a chain link fence,"a fence with a sign that says,",a herd of bison grazing in a fenced area,a group of people walking down a street,a group of people riding on a bike,nan,nan,nan,nan,nan
Boot Hill Museum,the front of a house with a flag on it,a large gate with a horse on it,a bathroom with a sink and mirror in it,a path through a field of tall grass,a statue of a bull in a city,a large poster of a man in jeans,a white house with a red flag on the front,a field with a windmill in the background,a house in the grass,a large gate with a horse on it,a large stone arch,a wooden bed,a fake animal in a fake cave,a building with a sign on the front,a wall with pictures of people and a lamp,a group of people sitting in a church,a plaque on the side of a building,pooppert - the pooppert lp,"a sign that says,'more than than than than than than than than than than than than",a bar with a large mirror,a small town with a lot of old buildings,a cemetery with graves and trees in the background,a red and yellow train,a train on display,a man is sitting on a bench in front of a building,a small town with a lot of buildings,a red and yellow horse drawn carriage,a large field with a building and a blue building,a sign in front of a cemetery,a room with a table and chairs and a wall with pictures,a woman sitting at a table with a plate of food,a group of children sitting on the grass,a group of people on stage,a view of a street with houses and trees,a woman wearing sunglasses,a man in a black hat,a man is lying on the ground,a man and a woman are playing with a dog,a group of people playing a game of fr frc,a horse drawn carriage,a bison standing in a field,a man laying on the grass in front of a building,a fire is burning in the yard of a house,a large wooden table,a group of people sitting on a couch,a group of people walking down a street,a row of houses in a field,a group of people walking around a park,a large green field,a large grassy field,a room with a lot of furniture and a table,a church with pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew pew,a statue of a woman,a man walking on a path through a park,a man standing in front of a wall with pictures on it,a display of guns and rifles in a gun shop,nan,nan,nan,nan,nan
Overland Park Arboretum and Botanical Gardens,a park with benches and trees in the background,a stream in the woods with snow on the ground,a tree trunk with a face carved into it,a red barn sits on a green field,the exterior of the museum of contemporary art in mexico,a crowd of people standing outside of a building,two owls sitting on a bird feeder,the exterior of a shopping center,a road with a tree and a sign,a park with a bench and a tree,a park with a bench and a tree,a view of a lake through the trees,a statue of a man with a hat and a canel,a pond with a waterfall and trees in the background,a bridge over a small pond with water lilies,a garden with lots of flowers and plants,a garden with lots of plants and flowers,a small pond in the middle of a park,a statue of a man sitting on a bench,a stream in the woods,a tree with a face carved into it,a river in the woods covered in snow,a snowy path through the woods,a river in the snow with trees and bushes,a group of trees in the snow,a pond in the snow with a bridge in the background,a river in the woods covered in snow,a river in the snow,a person walking a dog in the snow,a little girl standing in the snow,a group of people standing in the snow,a pile of trash in the woods,a bench in the snow in a park,a river with ice on it,a young girl is digging in the snow,a small pond with rocks and water,a body of water,a pond with rocks and water in it,a garden with lots of flowers and plants,a river with lots of flowers in it,a statue of a man on a horse in the woods,a sculpture in the woods,a statue in the woods,a pond with a waterfall in the middle,a red train is on the tracks,a bench sitting in the middle of a garden,a pond with a waterfall in the middle,a pond with a small waterfall in it,a statue of a dog on a rock,a woman sitting on a bench in a park,a statue of a man sitting on a bench,a bench in a garden with flowers and plants,a bunch of flowers,a garden with lots of flowers and plants,a park with flowers and trees in the background,a walkway with flowers and trees in the background,a bowl of water,a traffic light pole,nan,nan,nan
C.W. Parker Carousel Museum,a carousel in a building with people on it,a display case with a bunch of toy horses,a horse that is on display in a room,a house with a large yard and a large lawn,a large pool with a waterfall and a waterfall,a room filled with lots of items and people,a statue of a man on a horse near a waterfall,a room filled with lots of old cannons,a room filled with lots of different items,a carousel with people riding it,a carousel with a sign that says happy birthday,a display case with a lot of toy horses,a wooden horse,a group of people riding on a carousel,a carousel with a horse,a man standing in front of a plane,a carousel in a building,a large room with a flag hanging from the ceiling,a display case filled with various types of wooden animals,a small toy train,a room with a bunch of stuffed animals,a carousel with a horse on it,a wooden sign with a horse on it,a car parked in front of a store,a group of three wooden horses,a woman sitting at a table with an american flag,a group of people riding on a carousel,a man and woman riding a carousel,a boy sitting on a stool holding an umbrella,a store with a lot of items in it,a cardboard clown is standing in a classroom,a man and a woman looking at a sculpture,a sign with a picture of a woman,a large room with a large sculpture of a horse,a group of people riding horses in a gym,a carousel with a horse on it,a large carousel with people sitting around it,a carousel with a horse on it,a carousel with a horse on it,a group of people standing around a table,a man in a blue shirt,a carousel with a carousel in the middle,a large brick building,a carousel with a horse,a horse head,a horse is standing in a barn with a window,a wooden bench,a carousel with a horse on it,a room with a large wooden structure,"a carousel with a red, white and blue canopy",a carousel with a sign that says o'rie,circus circus circus circus circus circus circus circus circus circus circus circus circus circus circus circus circus circus circus,a large room with a large window and a large clock,a group of horses,a carousel with people riding it,nan,nan,nan,nan,nan,nan
Children's Mercy Park,a stadium with a large green field and a blue sky,a crowd of people in a stadium with their hands up,a soccer game is being played in a stadium,a baseball game is being played at a stadium,a fountain in a city square,a crowd of people watching a race,a parking filled with lots of cars and trucks,a large stadium,a plate of food with meat and vegetables,a stadium with a green field and a blue sky,a large stadium,a crowd of people,a soccer game is being played in a stadium,a soccer game is being played in a stadium,a stadium with a lot of people sitting on the seats,the exterior of the new stadium,a crowd of people watching a soccer game,a large stadium,a crowd of people watching a soccer game,a person sitting on a bench at a soccer game,a group of people standing around a blue building,a woman holding a stuffed elephant,a group of people walking in front of a building,a close up of a computer processor,a large window,a room with a large table and chairs,a stadium with a large field and a blue sky,a large building with a lot of people walking around it,a large crowd of people,a stadium with a lot of people sitting on the seats,a stadium with a lot of seats,a large stadium,a man and woman posing for a picture,a large stadium,a baseball field,a group of people sitting in a room,a man in a blue shirt is sitting on a bench,a large stadium,a soccer game is being played in a stadium,a large stadium,a soccer stadium,a soccer game is being played in a stadium,a soccer game is being played in a stadium,a soccer game is being played in a stadium,a large crowd of people,a soccer game is being played in a stadium,a stadium with a large field and a few people,a large building with a lot of windows,a stadium with a soccer field and a crowd,a stadium with a large crowd of people,a soccer field with a large stadium in the background,a soccer field with a soccer field and a stadium,a man is playing soccer on a field,a man is playing with a fr fr fr fr fr fr fr fr fr fr fr fr fr,a soccer field with a goal and a crowd watching,a soccer game is being played in a stadium,a large body of water,nan,nan,nan,nan
Frank Lloyd Wright's Allen House,a large house,a large planter sitting on a concrete ledge,a woman in a blue shirt and blue pants standing in front of a house,the home is located on a large lot in the middle of the neighborhood,a body of water,the courtyard at the university of minnesota,a garden with flowers and trees,a large building with a clock on the front,a sign that says plantt in front of a house,a large house,a large house,a brick wall,a boy standing in the grass,a large brick building,a large pot of flowers,a large tree,a large brick building,a park with benches and a pond,a group of people standing around a building,a pond in a park,a sign that says welcome to the guests,a brick building with a black window and a white door,a large house,a bench with a sign on it,a large building with a fountain in front of it,a large building with a courtyard and a fountain,a large house,a large brick building,a large house,a couple standing in front of a house,a house with a red roof and a green lawn,a house with a green door and flowers in front,a house with a fountain in front of it,a large apartment building with a red roof,a house with a gate and a sign,a white car parked in front of a house,a green field,a large house,a house with a red door and a tree,a white building with red roof,a large brown building,a black and white photo of a house,a brick patio,a house with a garden and a fence,a large building with a lawn and trees,a garden with a fountain and a fountain,a house with a large garden and trees,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
T-Bones Ballpark,a baseball game is being played at the stadium,a baseball field with a baseball field and a baseball field,a baseball field with a score board and a baseball field,a large stadium,a fountain in a city square,a pond with a small pond in the middle,a baseball stadium with a large crowd of people,a man standing in front of a water park,a silver and black trash cart,a baseball field with a baseball field and a baseball field,a baseball field,a baseball game is being played in a stadium,a baseball field,a baseball field,a large building with a sign on the front,a baseball player is getting ready to hit the ball,a man and a boy standing on a bridge,a boy and a girl are looking at a cake,a baseball game is being played in a stadium,a crowd of people sitting on a field watching a baseball game,a large crowd of people sitting in chairs,a baseball game is being played in a stadium,a crowd of people watching a baseball game,a baseball field,a group of people sitting on a bench,a group of people walking on a sidewalk,a baseball stadium with a blue sky and clouds,a group of baseball players walking on a field,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Louisville Slugger Museum & Factory,a tall white pole,a man working in a workshop with lots of wood,a machine in a factory with a lot of wood,a large white building,a cave with a light in the middle,a large building with a large red roof,a bridge with lights on it,a map of the park,a man working in a workshop with a lot of wood,a man working in a workshop,a man working on a machine in a factory,a display of wooden manns in a store,a wall with many signatures on it,a bunch of flowers and a bunch of flowers,a wall with many signatures on it,two red metal doors,a man standing in front of a rack of wood,a wooden chair with a wooden seat and a wooden chair,a display of baseball bats,a man in a suit and tie standing next to a large machine,a tall building,a large red machine,a display of wood sticks,a tall building with a sign on the side,a tall building,the sign for the castle sugar factory,a table with a bunch of books on it,a man standing in front of a sign,a tall building with a sign on the side,a large building with a large white cross on the front,a man standing next to a giant poster,a large room with a ceiling of mirrors,a giant beer bottle,a group of people standing in a baseball stadium,a group of people walking through a large room,a group of people standing around a table,a large warehouse with a lot of machines,a machine that is working on some kind of things,a warehouse filled with lots of wood,a pile of wood planks and a pile of wood planks,a large room with shelves of food and a television,a large pile of bricks in a warehouse,a tall building with a clock on the side,a wooden trophy with a black plaque on it,a room with a bunch of trash and trash cans,a bunch of wood sticks sitting on a metal stand,a tall brick building,a man standing in a warehouse with stacks of lumber,a sign in a store,a wall with a bunch of baseball bats on it,a large warehouse filled with stacks of wood,a gold wall with signatures on it,"the cover of the book, the baseball story",a tall building with a clock on the top,a sign in a store,a person holding two wooden pieces of wood,a baseball bat with a sign on it,nan,nan,nan,nan
The National Quilt Museum,a room with paintings on the wall and a ceiling,people are gathered around the graves of the victims,a large screen in a room with a table,a sidewalk with a lamp post and a building,a city at night,a street with a building and a tree,the front of a red brick building with trees in front,a room with a rug and a chair,a bottle of wine,people are gathered around the graves of the victims,a group of people standing around a grave,a large round table,a painting of birds flying in the air,quilters display at the quilting and quilting show,a room with a bed and a painting on the wall,a painting of an elephant on a wall,a green bag hanging on the wall,a large painting on display in a museum,a painting of a forest with trees and rocks,a building with a sign that says hong today,a paved road,a quilted wall hanging with a quilt on it,a large blue and white wall hanging with stars,a statue of a man riding a horse,a room with paintings on the walls,a room with paintings on the walls,a large blue painting,a room with a lot of paintings on the walls,a room with paintings on the walls,a painting of flowers on a white background,a large painting on the wall,a clock with a painting on it,a wall hanging on the wall,a large picture of a forest,a painting of flowers on a wall,a stained glass window with a bouquet of flowers,a painting of flowers on a dark background,a painting of a woman sitting in a room,a painting of a harbor scene with boats,a couple of puppets,a room with a bench and a wall with a large picture of a man,a painting of a mountain scene with a river,a drawing of a man with a mustache on a book,a colorful sun made out of colorful paper,a painting of a castle with flowers in front of it,a painting of a native man in a black and white outfit,a sign hanging on the wall in a building,a picture of a hockey game being played,a quilt hanging on a wall next to a painting,a wall with a bunch of colorful paper flowers,a painting of gears hanging on a wall,a painting of a city by the water,a sign that is on a table,a sign that is on the side of a road,a large brown building,a street light on a pole,a woman is standing in a room with a large sculpture,nan,nan,nan,nan
New Riff Distillery,a building with a lot of windows and lights,a clock is on the side of a tower,a large building with a tall tower in the middle,the logo for the golden coast brewing company,a wooden table,a kitchen with lots of counter space and a sign that says sweet toh,a bar with many bottles on the shelves,a large room with a skylight and a bench,a restaurant with tables and chairs and people eating,a bar with a lot of bottles of liquor,a bar with a lot of bottles of alcohol,a building with a lot of windows,a sign that reads new buteps,a large building,a tall tower with a clock on top,a large building with a lot of windows,a man in a black hood,a large pot of food sitting on a table,a large room with a lot of furniture,a large building with a lot of windows,a street view of a city with a bridge,a wooden tray,a wooden chair with a sign on it,a parking lot,a man is working in a wine cellar,a man is standing in front of a large machine,a couple of metal structures,a man in a red shirt,a fork lift in a warehouse,a glass of beer on a table,a person holding a cup of coffee in their hand,a tall metal tower with a clock on top,a man standing in a bath with a large sink,a tall building with a glass tower,a pan of food with a lot of dirt on it,a barrel with bottles of alcohol on it,a large metal tub sitting on top of a floor,a tall metal tower,a metal pipe with a hole in it,a man in a blue shirt,a man is working on a large metal structure,a large room with a lot of white tanks,a pile of white paper,a large white bag with a red and white sign,a sign on the wall in a bathroom,a large pot filled with grains in a room,a tall building with a glass front,a man standing next to a large metal pipe,a large building,a large building with a glass tower,two men standing in a warehouse holding baskets,three glasses on a wooden tray with a menu,a poster on the wall of a bathroom,a large metal pot,a large room with tables and chairs,new riff logo on the wall,a shelf full of bottles of alcohol,a large building,nan,nan,nan
Keeneland,a crowd of people watching horses racing on a track,a group of people riding horses on a track,a person riding a horse in a fence,a group of people standing around a horse,a building with a tree in front of it,a statue of three horses running in a square,a parking lot with a building in the background,a large room with lots of furniture and a lot of windows,a garden with a circular stone path,a crowd of people standing around a fence,a crowd of people standing in front of a gate,a horse and rider,a group of horses racing on a track,a group of horses,a group of people riding horses on a track,a horse is walking down the street in front of a building,a group of people riding horses down a track,a group of people riding horses on a track,a person riding a horse on a track,two people riding horses,a person riding a horse over a hurdle,a man and woman standing in front of a building,a horse is running on a track,a large grassy area,a group of people riding horses around a track,a group of people standing in front of a building,a group of people standing next to a tree,a man and woman standing in front of a building,a woman and a man standing next to a horse,a large tree in front of a building,a horse and rider racing on a track,a street with a tree in the middle,the front of the stadium,a group of people standing in a room,a large crowd of people watching a race,a horse race with people watching from the stands,a person riding a horse over a fence,a fence in the fore of a farm,a large tree in the background,a large tree,a train car with a sign that says al windows,a large field with a horse and a white fence,a horse race track,the building is very large,a tree in the fore of a building,a tree in the middle of a parking lot,a brick paved road,a group of people standing next to a fence,a tree with red leaves,the outside of the building,a group of people sitting in a large open area,a crowd of people standing on a track,a white fence,a horse racing track with a green field,a large building,a group of people standing in front of a building,a large tree,nan,nan,nan,nan
